Date,Count,Average Order Value,Subtotal,Tax,Tip,Discounts,Partner Delivery Fee,Partner Processing Fee,Partner Owner.com Fee,Third Party Delivery Fee,Net Sales,Gross,Customer Delivery Fee,Customer Processing Fee,Customer Owner.com Fee,Third Party Tip,Adjustments
"Feb 13",4,"$46.14","$151.89","$12.54","$6.00","$0.00","$0.00","$0.00","$0.00","$0.00","$170.43","$184.58","$0.00","$6.55","$7.60","$0.00","$0.00"
"Feb 14",7,"$46.30","$261.84","$21.61","$9.00","$0.00","$1.95","$0.00","$0.00","$7.00","$290.50","$324.10","$5.05","$11.50","$13.10","$2.00","$0.00"
"Feb 15",8,"$40.37","$259.77","$21.44","$17.00","$0.00","$0.00","$0.00","$0.00","$0.00","$298.21","$322.99","$0.00","$11.78","$13.00","$0.00","$0.00"
"Feb 16",17,"$52.15","$701.59","$57.88","$42.01","$0.00","$3.90","$0.00","$0.00","$14.00","$797.58","$886.49","$10.10","$30.81","$35.10","$9.00","$0.00"
"Feb 17",8,"$60.50","$367.74","$30.34","$26.00","$0.00","$3.90","$0.00","$0.00","$14.00","$420.18","$484.01","$10.10","$16.43","$18.40","$15.00","$0.00"
"Feb 18",7,"$38.26","$219.86","$18.13","$9.00","$0.00","$0.00","$0.00","$0.00","$0.00","$246.99","$267.85","$0.00","$9.86","$11.00","$0.00","$0.00"
"Feb 19",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Feb 20",2,"$45.76","$77.94","$6.43","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$84.37","$91.52","$0.00","$3.25","$3.90","$0.00","$0.00"
"Feb 21",5,"$32.51","$123.87","$10.22","$6.00","$0.00","$1.95","$0.00","$0.00","$7.00","$138.14","$162.55","$5.05","$6.21","$6.20","$5.00","$0.00"
"Feb 22",3,"$32.44","$64.94","$5.36","$5.00","$0.00","$1.95","$0.00","$0.00","$7.00","$73.35","$97.32","$5.05","$3.72","$3.25","$10.00","$0.00"
"Feb 23",12,"$44.31","$449.76","$36.47","$12.00","$7.65","$0.00","$0.00","$0.00","$0.00","$490.58","$531.70","$0.00","$19.00","$22.12","$0.00","$0.00"
"Feb 24",6,"$54.28","$268.81","$22.17","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","$300.98","$325.67","$0.00","$11.24","$13.45","$0.00","$0.00"
"Feb 25",5,"$38.68","$169.90","$13.57","$0.00","$5.40","$0.00","$0.00","$0.00","$0.00","$178.07","$193.40","$0.00","$7.10","$8.23","$0.00","$0.00"
"Feb 26",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Feb 27",5,"$30.15","$112.91","$9.32","$17.00","$0.00","$0.00","$0.00","$0.00","$0.00","$139.23","$150.75","$0.00","$5.87","$5.65","$0.00","$0.00"
"Feb 28",6,"$43.48","$208.83","$17.24","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","$241.07","$260.88","$0.00","$9.36","$10.45","$0.00","$0.00"
"Feb 29",5,"$48.70","$194.86","$15.80","$18.00","$3.30","$0.00","$0.00","$0.00","$0.00","$225.36","$243.50","$0.00","$8.56","$9.58","$0.00","$0.00"
"Mar 01",10,"$47.66","$380.70","$30.64","$33.00","$9.20","$1.95","$0.00","$0.00","$7.00","$433.19","$476.61","$5.05","$16.83","$18.59","$1.00","$0.00"
"Mar 02",11,"$53.99","$472.59","$39.00","$22.00","$0.00","$3.90","$0.00","$0.00","$14.00","$529.69","$593.86","$10.10","$20.53","$23.64","$6.00","$0.00"
"Mar 03",12,"$43.06","$410.71","$33.88","$33.00","$0.00","$0.00","$0.00","$0.00","$0.00","$477.59","$516.73","$0.00","$18.59","$20.55","$0.00","$0.00"
"Mar 04",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Mar 05",4,"$44.55","$142.91","$11.79","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","$164.70","$178.21","$0.00","$6.36","$7.15","$0.00","$0.00"
"Mar 06",6,"$27.51","$132.87","$10.95","$8.00","$0.00","$0.00","$0.00","$0.00","$0.00","$151.82","$165.05","$0.00","$6.58","$6.65","$0.00","$0.00"
"Mar 07",6,"$41.44","$201.86","$16.65","$4.00","$0.00","$1.95","$0.00","$0.00","$7.00","$220.56","$248.66","$5.05","$9.00","$10.10","$2.00","$0.00"
"Mar 08",10,"$35.00","$330.68","$27.29","$23.00","$0.00","$3.90","$0.00","$0.00","$14.00","$289.92","$350.05","$10.10","$15.78","$13.35","$17.00","$-90.35"
"Mar 09",11,"$49.93","$472.21","$38.11","$2.00","$10.49","$1.95","$0.00","$0.00","$7.00","$499.88","$549.20","$5.05","$19.22","$23.10","$0.00","$0.00"
"Mar 10",8,"$38.18","$236.78","$19.53","$18.00","$0.00","$1.95","$0.00","$0.00","$7.00","$272.36","$305.46","$5.05","$11.25","$11.85","$3.00","$0.00"
"Mar 11",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Mar 12",1,"$37.05","$19.98","$1.65","$4.00","$0.00","$1.95","$0.00","$0.00","$7.00","$23.68","$37.05","$5.05","$1.37","$1.00","$4.00","$0.00"
"Mar 13",6,"$47.88","$228.85","$18.87","$18.00","$0.00","$0.00","$0.00","$0.00","$0.00","$265.72","$287.30","$0.00","$10.13","$11.45","$0.00","$0.00"
"Mar 14",7,"$44.46","$227.85","$18.80","$28.00","$0.00","$1.95","$0.00","$0.00","$7.00","$272.70","$311.22","$5.05","$11.12","$11.40","$9.00","$0.00"
"Mar 15",8,"$56.72","$357.75","$29.52","$20.00","$0.00","$1.95","$0.00","$0.00","$7.00","$405.32","$453.77","$5.05","$15.55","$17.90","$8.00","$0.00"
"Mar 16",13,"$38.46","$398.64","$32.88","$21.00","$0.00","$1.95","$0.00","$0.00","$7.00","$450.57","$499.92","$5.05","$18.40","$19.95","$4.00","$0.00"
"Mar 17",4,"$54.39","$158.87","$13.12","$4.00","$0.00","$3.90","$0.00","$0.00","$14.00","$172.09","$217.56","$10.10","$7.52","$7.95","$16.00","$0.00"
"Mar 18",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Mar 19",3,"$46.15","$115.95","$9.07","$9.00","$6.00","$0.00","$0.00","$0.00","$0.00","$128.02","$138.44","$0.00","$4.92","$5.50","$0.00","$0.00"
"Mar 20",2,"$36.44","$61.97","$5.11","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$67.08","$72.89","$0.00","$2.71","$3.10","$0.00","$0.00"
"Mar 21",5,"$35.22","$147.88","$11.55","$0.00","$7.99","$1.95","$0.00","$0.00","$7.00","$149.49","$176.11","$5.05","$6.62","$7.00","$6.00","$0.00"
"Mar 22",13,"$42.21","$436.58","$36.02","$34.46","$0.00","$0.00","$0.00","$0.00","$0.00","$507.06","$548.70","$0.00","$19.79","$21.85","$0.00","$0.00"
"Mar 23",15,"$75.25","$887.45","$72.40","$80.98","$9.99","$3.90","$0.00","$0.00","$14.00","$1026.94","$1128.71","$10.10","$37.22","$33.55","$17.00","$0.00"
"Mar 24",4,"$30.92","$97.89","$8.08","$8.00","$0.00","$0.00","$0.00","$0.00","$0.00","$113.97","$123.66","$0.00","$4.79","$4.90","$0.00","$0.00"
"Mar 25",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Mar 26",2,"$43.34","$64.96","$5.36","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","$80.32","$86.68","$0.00","$3.11","$3.25","$0.00","$0.00"
"Mar 27",9,"$77.09","$555.63","$45.84","$45.00","$0.00","$0.00","$0.00","$0.00","$0.00","$646.47","$693.83","$0.00","$22.81","$24.55","$0.00","$0.00"
"Mar 28",12,"$45.64","$456.70","$37.67","$11.00","$0.00","$0.00","$0.00","$0.00","$0.00","$505.37","$547.72","$0.00","$19.50","$22.85","$0.00","$0.00"
"Mar 29",4,"$54.06","$145.42","$11.99","$22.00","$0.00","$3.90","$0.00","$0.00","$14.00","$175.51","$216.25","$10.10","$7.47","$7.27","$12.00","$0.00"
"Mar 30",8,"$49.18","$315.77","$26.06","$22.00","$0.00","$0.00","$0.00","$0.00","$0.00","$363.83","$393.45","$0.00","$13.82","$15.80","$0.00","$0.00"
"Mar 31",8,"$51.58","$319.80","$26.38","$19.00","$0.00","$3.90","$0.00","$0.00","$14.00","$361.28","$412.64","$10.10","$14.36","$16.00","$7.00","$0.00"
"Apr 01",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 02",10,"$51.62","$425.75","$35.12","$16.00","$0.00","$0.00","$0.00","$0.00","$0.00","$476.87","$516.15","$0.00","$17.98","$21.30","$0.00","$0.00"
"Apr 03",3,"$44.46","$110.91","$9.15","$3.00","$0.00","$0.00","$0.00","$0.00","$0.00","$123.06","$133.38","$0.00","$4.77","$5.55","$0.00","$0.00"
"Apr 04",4,"$47.46","$152.86","$12.61","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","$175.47","$189.82","$0.00","$6.70","$7.65","$0.00","$0.00"
"Apr 05",8,"$60.72","$415.74","$33.54","$9.00","$9.30","$0.00","$0.00","$0.00","$0.00","$448.98","$485.79","$0.00","$16.48","$20.33","$0.00","$0.00"
"Apr 06",12,"$50.52","$500.61","$41.30","$22.00","$0.00","$7.80","$0.00","$0.00","$28.00","$512.13","$606.26","$20.20","$22.50","$23.63","$20.00","$-45.40"
"Apr 07",5,"$46.03","$181.84","$15.00","$11.00","$0.00","$1.95","$0.00","$0.00","$7.00","$205.89","$230.16","$5.05","$8.17","$9.10","$0.00","$0.00"
"Apr 08",1,"$77.25","$65.97","$5.44","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$71.41","$77.25","$0.00","$2.54","$3.30","$0.00","$0.00"
"Apr 09",4,"$46.88","$150.90","$12.45","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","$173.35","$187.54","$0.00","$6.64","$7.55","$0.00","$0.00"
"Apr 10",6,"$46.04","$215.85","$17.81","$22.00","$0.00","$0.00","$0.00","$0.00","$0.00","$255.66","$276.27","$0.00","$9.81","$10.80","$0.00","$0.00"
"Apr 11",5,"$38.11","$155.86","$12.86","$7.00","$0.00","$0.00","$0.00","$0.00","$0.00","$175.72","$190.55","$0.00","$7.03","$7.80","$0.00","$0.00"
"Apr 12",14,"$44.18","$541.67","$44.70","$19.00","$0.00","$3.90","$0.00","$0.00","$14.00","$546.86","$618.55","$10.10","$23.79","$24.90","$9.00","$-56.81"
"Apr 13",9,"$52.25","$378.69","$31.25","$15.00","$0.00","$1.95","$0.00","$0.00","$7.00","$422.99","$470.28","$5.05","$16.34","$18.95","$5.00","$0.00"
"Apr 14",6,"$55.42","$265.79","$21.93","$8.00","$0.00","$1.95","$0.00","$0.00","$7.00","$293.77","$332.51","$5.05","$11.44","$13.30","$7.00","$0.00"
"Apr 15",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 16",2,"$75.50","$128.93","$10.64","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$139.57","$151.00","$0.00","$4.98","$6.45","$0.00","$0.00"
"Apr 17",7,"$27.45","$151.89","$12.27","$16.00","$3.15","$0.00","$0.00","$0.00","$0.00","$177.01","$192.13","$0.00","$7.68","$7.44","$0.00","$0.00"
"Apr 18",2,"$30.35","$47.98","$3.96","$4.00","$0.00","$0.00","$0.00","$0.00","$0.00","$55.94","$60.70","$0.00","$2.36","$2.40","$0.00","$0.00"
"Apr 19",13,"$59.47","$611.60","$50.49","$35.00","$0.00","$3.90","$0.00","$0.00","$14.00","$693.19","$773.11","$10.10","$26.32","$30.60","$9.00","$0.00"
"Apr 20",8,"$41.36","$271.83","$22.43","$11.00","$0.00","$0.00","$0.00","$0.00","$0.00","$305.26","$330.84","$0.00","$11.98","$13.60","$0.00","$0.00"
"Apr 21",7,"$48.01","$243.79","$20.10","$30.00","$0.00","$3.90","$0.00","$0.00","$14.00","$289.99","$336.04","$10.10","$11.85","$12.20","$8.00","$0.00"
"Apr 22",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 23",1,"$48.72","$37.98","$3.13","$4.00","$0.00","$0.00","$0.00","$0.00","$0.00","$45.11","$48.72","$0.00","$1.71","$1.90","$0.00","$0.00"
"Apr 24",1,"$31.77","$18.98","$1.57","$0.00","$0.00","$1.95","$0.00","$0.00","$7.00","$18.60","$31.77","$5.05","$1.22","$0.95","$4.00","$0.00"
"Apr 25",3,"$60.52","$131.91","$10.88","$26.00","$0.00","$0.00","$0.00","$0.00","$0.00","$168.79","$181.56","$0.00","$6.17","$6.60","$0.00","$0.00"
"Apr 26",6,"$50.78","$250.87","$20.39","$14.00","$3.60","$0.00","$0.00","$0.00","$0.00","$281.66","$304.66","$0.00","$10.63","$12.37","$0.00","$0.00"
"Apr 27",5,"$58.32","$232.80","$19.21","$18.00","$0.00","$0.00","$0.00","$0.00","$0.00","$270.01","$291.61","$0.00","$9.95","$11.65","$0.00","$0.00"
"Apr 28",10,"$43.60","$336.74","$27.76","$34.00","$0.00","$1.95","$0.00","$0.00","$7.00","$396.55","$436.04","$5.05","$15.64","$16.85","$0.00","$0.00"
"Apr 29",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 30",4,"$41.83","$130.87","$10.80","$8.00","$0.00","$1.95","$0.00","$0.00","$7.00","$147.72","$167.33","$5.05","$6.06","$6.55","$0.00","$0.00"
"May 01",5,"$63.49","$247.84","$20.46","$13.00","$0.00","$1.95","$0.00","$0.00","$7.00","$279.35","$317.46","$5.05","$10.71","$12.40","$8.00","$0.00"
"May 02",2,"$35.14","$49.97","$4.12","$4.00","$0.00","$1.95","$0.00","$0.00","$7.00","$56.14","$70.28","$5.05","$2.64","$2.50","$2.00","$0.00"
"May 03",11,"$43.61","$387.75","$31.43","$31.00","$6.75","$0.00","$0.00","$0.00","$0.00","$443.43","$479.70","$0.00","$17.21","$19.06","$0.00","$0.00"
"May 04",7,"$38.74","$198.80","$16.40","$16.20","$0.00","$3.90","$0.00","$0.00","$14.00","$227.50","$271.21","$10.10","$9.96","$9.95","$9.80","$0.00"
"May 05",5,"$45.26","$167.89","$13.86","$3.00","$0.00","$3.90","$0.00","$0.00","$14.00","$180.85","$226.31","$10.10","$8.06","$8.40","$15.00","$0.00"
"May 06",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 07",3,"$39.88","$100.91","$8.32","$1.00","$0.00","$0.00","$0.00","$0.00","$0.00","$110.23","$119.65","$0.00","$4.37","$5.05","$0.00","$0.00"
"May 08",2,"$37.32","$51.94","$4.29","$3.20","$0.00","$1.95","$0.00","$0.00","$7.00","$57.48","$74.64","$5.05","$2.76","$2.60","$4.80","$0.00"
"May 09",4,"$55.67","$166.91","$13.76","$26.00","$0.00","$0.00","$0.00","$0.00","$0.00","$206.67","$222.68","$0.00","$7.66","$8.35","$0.00","$0.00"
"May 10",6,"$43.94","$197.90","$16.33","$17.00","$0.00","$1.95","$0.00","$0.00","$7.00","$229.28","$263.62","$5.05","$9.44","$9.90","$8.00","$0.00"
"May 11",7,"$37.80","$213.86","$17.25","$10.00","$4.80","$1.95","$0.00","$0.00","$7.00","$234.36","$264.59","$5.05","$9.77","$10.46","$3.00","$0.00"
"May 12",21,"$50.22","$807.47","$66.62","$55.40","$0.00","$7.80","$0.00","$0.00","$28.00","$921.69","$1054.56","$20.20","$36.87","$40.40","$27.60","$0.00"
"May 13",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 14",1,"$24.79","$20.99","$1.73","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$22.72","$24.79","$0.00","$1.02","$1.05","$0.00","$0.00"
"May 15",5,"$56.49","$225.86","$18.63","$17.00","$0.00","$0.00","$0.00","$0.00","$0.00","$261.49","$282.47","$0.00","$9.68","$11.30","$0.00","$0.00"
"May 16",5,"$39.52","$162.41","$13.07","$11.00","$4.05","$0.00","$0.00","$0.00","$0.00","$182.43","$197.58","$0.00","$7.23","$7.92","$0.00","$0.00"
"May 17",8,"$40.60","$249.83","$20.61","$21.40","$0.00","$1.95","$0.00","$0.00","$7.00","$289.89","$324.81","$5.05","$11.82","$12.50","$3.60","$0.00"
"May 18",8,"$57.05","$368.79","$29.76","$7.80","$7.99","$5.85","$0.00","$0.00","$21.00","$392.51","$456.40","$15.15","$15.64","$18.05","$9.20","$0.00"
"May 19",6,"$47.49","$217.87","$17.61","$17.00","$4.40","$3.90","$0.00","$0.00","$14.00","$244.18","$284.92","$10.10","$10.06","$10.68","$6.00","$0.00"
"May 20",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 21",3,"$41.17","$82.93","$6.85","$5.40","$0.00","$3.90","$0.00","$0.00","$14.00","$91.28","$123.51","$10.10","$4.48","$4.15","$9.60","$0.00"
"May 22",3,"$43.65","$92.89","$7.67","$10.21","$0.00","$1.95","$0.00","$0.00","$7.00","$108.82","$130.96","$5.05","$4.70","$4.65","$5.79","$0.00"
"May 23",9,"$42.23","$305.79","$25.23","$15.00","$0.00","$1.95","$0.00","$0.00","$7.00","$344.07","$380.11","$5.05","$13.74","$15.30","$0.00","$0.00"
"May 24",9,"$42.02","$296.75","$24.49","$28.46","$0.00","$0.00","$0.00","$0.00","$0.00","$349.70","$378.22","$0.00","$13.67","$14.85","$0.00","$0.00"
"May 25",7,"$36.15","$201.84","$16.66","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","$233.50","$253.04","$0.00","$9.44","$10.10","$0.00","$0.00"
"May 26",7,"$42.45","$227.32","$18.75","$29.00","$0.00","$0.00","$0.00","$0.00","$0.00","$275.07","$297.16","$0.00","$10.72","$11.37","$0.00","$0.00"
"May 27",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 28",6,"$68.14","$307.76","$25.39","$1.50","$0.00","$3.90","$0.00","$0.00","$14.00","$330.75","$408.86","$10.10","$13.66","$14.45","$36.00","$0.00"
"May 29",6,"$45.05","$213.35","$17.59","$14.00","$0.00","$1.95","$0.00","$0.00","$7.00","$242.99","$270.30","$5.05","$9.64","$10.67","$0.00","$0.00"
"May 30",9,"$50.53","$362.79","$29.94","$28.00","$0.00","$0.00","$0.00","$0.00","$0.00","$420.73","$454.78","$0.00","$15.90","$18.15","$0.00","$0.00"
