Sales Category,Item Name,Modifier,,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
No Sales Category,Side Jalapeno,,,0.99,11,10.89,0,10.89,
No Sales Category,Side Olives,,,0.99,5,4.95,0,4.95,
Pizza,,,,15.07,8459,127445.38999999998,1442.0999999999997,125915.83000000003,
Pizza,Meatlovers Pizza,,,23.02802452619844,493,11320.27,90.43,11207.85,
Pizza,Meatlovers Pizza,Jalapeno,,,12,11.88,0,11.88,
Pizza,Meatlovers Pizza,16 inces XLARGE,,,227,5421.73,0,5421.73,
Pizza,Meatlovers Pizza,Extra Cheese,,,7,13.93,0,13.93,
Pizza,Meatlovers Pizza,Old Recipe,,,1,0,0,0,
Pizza,Meatlovers Pizza,Artichoke Hearts,,,2,3.98,0,3.98,
Pizza,Meatlovers Pizza,Hot Honey,,,10,14.9,0,14.9,
Pizza,Meatlovers Pizza,Ranch,,,1,0,0,0,
Pizza,Meatlovers Pizza,Spicy Balachao(Fermented Shrimp),,,1,1.99,0,1.99,
Pizza,Meatlovers Pizza,Ontop,,,1,0,0,0,
Pizza,Meatlovers Pizza,No T Urkey Baco,,,1,0,0,0,
Pizza,Meatlovers Pizza,Black Olives,,,5,9.95,0,9.95,
Pizza,Meatlovers Pizza,14" LARGE,,,266,5773.34,0,5773.34,
Pizza,Meatlovers Pizza,Italian Sausage,,,3,8.97,0,8.97,
Pizza,Meatlovers Pizza,Turkey Bacon,,,1,2.99,0,2.99,
Pizza,Meatlovers Pizza,Garlic Ghee Mushrooms,,,4,7.96,0,7.96,
Pizza,Meatlovers Pizza,Alfrado Sauce,,,1,0,0,0,
Pizza,Meatlovers Pizza,Jhura Beef,,,1,2.99,0,2.99,
Pizza,Meatlovers Pizza,Swap Pepperoni For Sausage,,,1,0,0,0,
Pizza,Meatlovers Pizza,Halff Cheese,,,1,0,0,0,
Pizza,Meatlovers Pizza,Onion,,,17,16.83,0,16.83,
Pizza,Meatlovers Pizza,Green Peppers,,,11,10.89,0,10.89,
Pizza,Meatlovers Pizza,Instead Of Turkey Put Onions And Green Peppers,,,1,0,0,0,
Pizza,Meatlovers Pizza,Chicken Chunks,,,4,11.96,0,11.96,
Pizza,Meatlovers Pizza,Naga Dip,,,1,0,0,0,
Pizza,Meatlovers Pizza,Nagasauce,,,1,0,0,0,
Pizza,Meatlovers Pizza,Pepperoni,,,2,5.98,0,5.98,
Pizza,Meatlovers Pizza,No Turckey,,,1,0,0,0,
Pizza,Veggie Pizza,,,19.04561797752809,96,1831.64,4.25,1827.39,
Pizza,Veggie Pizza,14" LARGE,,,56,989.44,0,989.44,
Pizza,Veggie Pizza,Naga - Medium,,,1,0,0,0,
Pizza,Veggie Pizza,No Green,,,1,0,0,0,
Pizza,Veggie Pizza,No Cheese,,,1,0,0,0,
Pizza,Veggie Pizza,Mushroom On Half,,,1,0,0,0,
Pizza,Veggie Pizza,No Black Olives,,,1,0,0,0,
Pizza,Veggie Pizza,Onion,,,1,0.99,0,0.99,
Pizza,Veggie Pizza,16" XLARGE,,,40,766.6,0,766.6,
Pizza,Veggie Pizza,No Jala,,,1,0,0,0,
Pizza,Veggie Pizza,Harissa On Top,,,1,1.99,0,1.99,
Pizza,Veggie Pizza,No Olives Light On Cheese Well Done,,,1,0,0,0,
Pizza,Veggie Pizza,Chicken Chunks,,,7,20.93,0,20.93,
Pizza,Veggie Pizza,Extra Cheese,,,1,1.99,0,1.99,
Pizza,Veggie Pizza,No Blqck Olives,,,1,0,0,0,
Pizza,Veggie Pizza,Jhura Beef,,,1,2.99,0,2.99,
Pizza,Veggie Pizza,Artichoke Hearts,,,1,1.99,0,1.99,
Pizza,Veggie Pizza,Chick On Half,,,1,0,0,0,
Pizza,Veggie Pizza,No Olices,,,1,0,0,0,
Pizza,Veggie Pizza,Light Chesse,,,1,0,0,0,
Pizza,Veggie Pizza,Green Peppers,,,1,0.99,0,0.99,
Pizza,Veggie Pizza,No Olives|less Cheese,,,1,0,0,0,
Pizza,Veggie Pizza,Italian Sausage,,,3,8.97,0,8.97,
Pizza,Veggie Pizza,Jalapeno,,,16,15.84,0,15.84,
Pizza,Veggie Pizza,Garlic Ghee Mushrooms,,,5,9.95,0,9.95,
Pizza,Veggie Pizza,Pepperoni,,,3,8.97,0,8.97,
Pizza,Veggie Pizza,No Olives,,,2,0,0,0,
Pizza,Veggie Pizza,No Bell Pepper,,,1,0,0,0,
Pizza,Veggie Pizza,No Olives Light Cheese,,,1,0,0,0,
Pizza,Veggie Pizza,No Oilves,,,1,0,0,0,
Pizza,Veggie Pizza,Light Cheese| Basil,,,1,0,0,0,
Pizza,Veggie Pizza,Half Veggies,,,1,0,0,0,
Pizza,Beef Pepperoni,,,19.30977456940223,590,11349.45,136.99,11194.47,
Pizza,Beef Pepperoni,Pepperoni,,,8,23.92,0,23.92,
Pizza,Beef Pepperoni,Green Peppers,,,6,5.94,0,5.94,
Pizza,Beef Pepperoni,Crispy,,,1,0,0,0,
Pizza,Beef Pepperoni,Half Pepperoni,,,2,0,0,0,
Pizza,Beef Pepperoni,No Pepperoni Put Sausage,,,1,0,0,0,
Pizza,Beef Pepperoni,16" XLARGE,,,202,4164.98,0,4164.98,
Pizza,Beef Pepperoni,Garlic Ghee Mushrooms,,,16,31.84,0,31.84,
Pizza,Beef Pepperoni,Well Done,,,2,0,0,0,
Pizza,Beef Pepperoni,Jalapeno,,,29,28.71,0,28.71,
Pizza,Beef Pepperoni,Hot Honey,,,27,44.75,0,44.75,
Pizza,Beef Pepperoni,Half Gp mush,,,1,0,0,0,
Pizza,Beef Pepperoni,Extra Cheese,,,4,7.96,0,7.96,
Pizza,Beef Pepperoni,Halfpep,,,1,0,0,0,
Pizza,Beef Pepperoni,Extra Sauce,,,1,0,0,0,
Pizza,Beef Pepperoni,Only Half Pepperoni,,,1,0,0,0,
Pizza,Beef Pepperoni,No Basil,,,1,0,0,0,
Pizza,Beef Pepperoni,Olives On Half,,,1,0,0,0,
Pizza,Beef Pepperoni,14" LARGE,,,387,6843.13,0,6843.13,
Pizza,Beef Pepperoni,Italian Sausage,,,29,86.71,0,86.71,
Pizza,Beef Pepperoni,Half Cheese,,,3,0,0,0,
Pizza,Beef Pepperoni,Onion,,,10,9.9,0,9.9,
Pizza,Beef Pepperoni,Black Olives,,,1,0,0,0,
Pizza,Beef Pepperoni,3217 Overland Dr.,,,1,0,0,0,
Pizza,Beef Pepperoni,Hlfpep Welldone,,,1,0,0,0,
Pizza,Beef Pepperoni,Chicken Chunks,,,24,71.76,0,71.76,
Pizza,Beef Pepperoni,Turkey Bacon,,,3,8.97,0,8.97,
Pizza,Beef Pepperoni,Xtra Sauce,,,1,0,0,0,
Pizza,Beef Pepperoni,On Half,,,1,0,0,0,
Pizza,Beef Pepperoni,Half Pepn,,,1,0,0,0,
Pizza,Beef Pepperoni,Hot Honey On Pep,,,1,0,0,0,
Pizza,Beef Pepperoni,Half Pep,,,2,0,0,0,
Pizza,Beef Pepperoni,Side Basil,,,1,0,0,0,
Pizza,Beef Pepperoni,Half Jalapeno,,,1,0,0,0,
Pizza,Beef Pepperoni,16slices,,,2,0,0,0,
Pizza,Beef Pepperoni,Only Half Sausage,,,1,0,0,0,
Pizza,Half & Half,,,25.8495308431425,730,18854.14,52.24,18774.4,
Pizza,Half & Half,Spicy,,,24,0,0,0,
Pizza,Half & Half,Jhura Beef,,,199,2710.99,0,2710.99,
Pizza,Half & Half,No Cilantro,,,2,0,0,0,
Pizza,Half & Half,Hot Honey On Meat Lovers,,,1,0,0,0,
Pizza,Half & Half,Medium,,,32,0,0,0,
Pizza,Half & Half,4Cheez w/ Hot Honey,,,50,525,0,525,
Pizza,Half & Half,No Jalapenos,,,1,0,0,0,
Pizza,Half & Half,On Veggie Side,,,1,0,0,0,
Pizza,Half & Half,Well Done,,,1,0,0,0,
Pizza,Half & Half,Mediu,,,1,0,0,0,
Pizza,Half & Half,Pepperlovers W Chicken,,,1,0,0,0,
Pizza,Half & Half,Veggie Pizza,,,27,264,0,264,
Pizza,Half & Half,Naga Habanero Balachao,,,37,425.5,0,425.5,
Pizza,Half & Half,Meatlovers,,,130,1712.5,0,1712.5,
Pizza,Half & Half,16" XLARGE,,,730,2085,0,2085,
Pizza,Half & Half,Alfredo Chicken,,,52,580,0,580,
Pizza,Half & Half,Mild,,,20,0,0,0,
Pizza,Half & Half,Green Peppers,,,13,12.87,0,12.87,
Pizza,Half & Half,Pepperoni,,,6,17.94,0,17.94,
Pizza,Half & Half,Hot Honey,,,5,9.95,0,9.95,
Pizza,Half & Half,Naga Mushroom,,,12,121.5,0,121.5,
Pizza,Half & Half,Korean BBQ,,,22,253,0,253,
Pizza,Half & Half,Naga Habanero Mushroom,,,10,102.5,0,102.5,
Pizza,Half & Half,Red Sauce Instead Of White For Mushroom,,,1,0,0,0,
Pizza,Half & Half,Spicyyyy,,,1,0,0,0,
Pizza,Half & Half,No Turkey| Put Chicken,,,1,0,0,0,
Pizza,Half & Half,Harissa Chicken,,,98,1113,0,1113,
Pizza,Half & Half,Classic Cheese,,,81,729,0,729,
Pizza,Half & Half,Onion,,,17,16.83,0,16.83,
Pizza,Half & Half,Med,,,11,0,0,0,
Pizza,Half & Half,Garlic Ghee Mushrooms,,,7,13.93,0,13.93,
Pizza,Half & Half,Bongo,,,1,0,0,0,
Pizza,Half & Half,Nobasil On Regcheeseside,,,1,0,0,0,
Pizza,Half & Half,Mipd,,,1,0,0,0,
Pizza,Half & Half,Medium Spicy,,,2,0,0,0,
Pizza,Half & Half,No Olives,,,1,0,0,0,
Pizza,Half & Half,Turkey Bacon,,,1,2.99,0,2.99,
Pizza,Half & Half,No Onion,,,1,0,0,0,
Pizza,Half & Half,No Bheef|mushroom,,,1,0,0,0,
Pizza,Half & Half,Medium Spice,,,1,0,0,0,
Pizza,Half & Half,Naga Habanero Chicken,,,397,4448.5,0,4448.5,
Pizza,Half & Half,Beef Pepperoni,,,137,1524.5,0,1524.5,
Pizza,Half & Half,Garlic Ghee Mushroom,,,80,800,0,800,
Pizza,Half & Half,Italian Sausage,,,14,41.86,0,41.86,
Pizza,Half & Half,Alfredo Cheese,,,13,117,0,117,
Pizza,Half & Half,Extra Cheese,,,4,7.96,0,7.96,
Pizza,Half & Half,Taco Pizza,,,88,1005.5,0,1005.5,
Pizza,Half & Half,Black Olives,,,2,3.98,0,3.98,
Pizza,Half & Half,Jalapeno,,,9,8.91,0,8.91,
Pizza,Half & Half,Naga Habanero Paneer,,,14,147,0,147,
Pizza,Half & Half,Chicken Chunks,,,7,20.93,0,20.93,
Pizza,Half & Half,Low Spice,,,1,0,0,0,
Pizza,Half & Half,Garlic Artichoke,,,3,31.5,0,31.5,
Pizza,Half & Half,Medi,,,1,0,0,0,
Pizza,Half & Half,Light Olives Light Cilantro,,,1,0,0,0,
Pizza,Half & Half,Cilantro On Mushroom Side,,,1,0,0,0,
Pizza,Half & Half,Jalapeno On Classic Cheese,,,1,0,0,0,
Pizza,Half & Half,Naga Sauce On Side,,,1,0,0,0,
Pizza,Half & Half,Margarita,,,1,0,0,0,
Pizza,Half & Half,Halfcheese Halfmargarita,,,1,0,0,0,
Pizza,Water (small),,,1.7748275862068965,298,543.42,0,543.42,
Pizza,Naga Habanero Mushroom,,,19.661159420289856,71,1400.08,6.3,1393.78,
Pizza,Naga Habanero Mushroom,Pepperoni,,,1,2.99,0,2.99,
Pizza,Naga Habanero Mushroom,16" XLARGE,,,30,629.7,0,629.7,
Pizza,Naga Habanero Mushroom,Spicy,,,16,0,0,0,
Pizza,Naga Habanero Mushroom,Jhura Beef,,,2,5.98,0,5.98,
Pizza,Naga Habanero Mushroom,14" LARGE,,,41,737.59,0,737.59,
Pizza,Naga Habanero Mushroom,Jalapeno,,,3,2.97,0,2.97,
Pizza,Naga Habanero Mushroom,Green Peppers,,,1,0.99,0,0.99,
Pizza,Naga Habanero Mushroom,Mild,,,13,0,0,0,
Pizza,Naga Habanero Mushroom,Hot Honey,,,2,1.98,0,1.98,
Pizza,Naga Habanero Mushroom,Black Olives,,,2,3.98,0,3.98,
Pizza,Naga Habanero Mushroom,No Cheddar,,,1,0,0,0,
Pizza,Naga Habanero Mushroom,Chicken Chunks,,,1,2.99,0,2.99,
Pizza,Naga Habanero Mushroom,Onion,,,8,7.92,0,7.92,
Pizza,Naga Habanero Mushroom,Medium,,,42,0,0,0,
Pizza,Naga Habanero Mushroom,Italian Sausage,,,1,2.99,0,2.99,
Pizza,Classic Cheese Pizza,,,17.714508843537416,437,7704.34,107.08,7597.26,
Pizza,Classic Cheese Pizza,16" XLARGE,,,168,3040.32,0,3040.32,
Pizza,Classic Cheese Pizza,Black Olives,,,5,8.95,0,8.95,
Pizza,Classic Cheese Pizza,Half Turkey Half Greenpeppersonion,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Well Done,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Light Sauce,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Halfitsaus,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Green Peppers,,,7,6.93,0,6.93,
Pizza,Classic Cheese Pizza,Extra Cheese,,,9,17.91,0,17.91,
Pizza,Classic Cheese Pizza,Half Onion And Sauasage,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Turkey Bacon,,,2,5.98,0,5.98,
Pizza,Classic Cheese Pizza,On Half,,,1,0,0,0,
Pizza,Classic Cheese Pizza,No Basl,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Only Half,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Pepp,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Garlic Ghee Mushrooms,,,9,17.91,0,17.91,
Pizza,Classic Cheese Pizza,Italian Sausage,,,20,59.8,0,59.8,
Pizza,Classic Cheese Pizza,No Basil,,,4,0,0,0,
Pizza,Classic Cheese Pizza,Half Cheese,,,3,0,0,0,
Pizza,Classic Cheese Pizza,Half Sausage,,,1,0,0,0,
Pizza,Classic Cheese Pizza,One Half Sausage And Other Half Sauage And Other Toppins,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Pepperoni,,,33,98.67,0,98.67,
Pizza,Classic Cheese Pizza,Welldone,,,1,0,0,0,
Pizza,Classic Cheese Pizza,14" LARGE,,,269,4366.31,0,4366.31,
Pizza,Classic Cheese Pizza,Chicken Chunks,,,17,50.83,0,50.83,
Pizza,Classic Cheese Pizza,Jalapeno,,,13,12.87,0,12.87,
Pizza,Classic Cheese Pizza,Nobasil,,,3,0,0,0,
Pizza,Classic Cheese Pizza,Nofreshmozz,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Onion,,,11,10.89,0,10.89,
Pizza,Classic Cheese Pizza,Side Jalapeno,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Half Pepperoni,,,2,0,0,0,
Pizza,Classic Cheese Pizza,Extra Basil,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Hot Honey,,,1,0.99,0,0.99,
Pizza,Classic Cheese Pizza,Half,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Extra Sauce,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Halfpep,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Jhura Beef,,,1,2.99,0,2.99,
Pizza,Classic Cheese Pizza,3doughballs 5$|each,,,1,0,0,0,
Pizza,Classic Cheese Pizza,Basil Side,,,1,0,0,0,
Pizza,Naga Habanero Chicken,,,21.955501829123257,1167,25484.34,211.13,25273.21,
Pizza,Naga Habanero Chicken,Green Peppers,,,41,40.6,0,40.6,
Pizza,Naga Habanero Chicken,Spicy Balachao(Fermented Shrimp),,,1,1.99,0,1.99,
Pizza,Naga Habanero Chicken,Extra Spicy,,,8,0,0,0,
Pizza,Naga Habanero Chicken,Extra Extra Spicy,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Well Done,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Hot Honey,,,15,22.86,0,22.86,
Pizza,Naga Habanero Chicken,Extraaaaaaaaaaaaa Spicy,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Nocheddar,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Banana Peppers,,,1,0.99,0,0.99,
Pizza,Naga Habanero Chicken,Jhura Beef,,,1,2.99,0,2.99,
Pizza,Naga Habanero Chicken,Garlic Ghee Mushrooms,,,14,27.86,0,27.86,
Pizza,Naga Habanero Chicken,Chicken Chunks,,,8,23.92,0,23.92,
Pizza,Naga Habanero Chicken,Black Olives,,,10,18.9,0,18.9,
Pizza,Naga Habanero Chicken,Pepperoni,,,20,59.8,0,59.8,
Pizza,Naga Habanero Chicken,Half,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Italian Sausage,,,4,11.96,0,11.96,
Pizza,Naga Habanero Chicken,Extraaaaaa Spicy,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Half Mushroom Halfchicken,,,1,0,0,0,
Pizza,Naga Habanero Chicken,14" LARGE,,,659,13630.42,0,13630.42,
Pizza,Naga Habanero Chicken,Spicy,,,298,0,0,0,
Pizza,Naga Habanero Chicken,Naga Ob Side,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Extra Extra Extra Spicy,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Jalapeno,,,18,17.83,0,17.83,
Pizza,Naga Habanero Chicken,Hot Honey On All,,,2,0,0,0,
Pizza,Naga Habanero Chicken,Naga Dip,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Extraaaaaaa,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Onions,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Cilantro On Half,,,1,0,0,0,
Pizza,Naga Habanero Chicken,16" XLARGE,,,508,11542.92,0,11542.92,
Pizza,Naga Habanero Chicken,Medium,,,636,0,0,0,
Pizza,Naga Habanero Chicken,Mild,,,233,0,0,0,
Pizza,Naga Habanero Chicken,Onion,,,60,59.4,0,59.4,
Pizza,Naga Habanero Chicken,Turkey Bacon,,,2,5.98,0,5.98,
Pizza,Naga Habanero Chicken,No Cilantro,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Extra Cheese,,,8,15.92,0,15.92,
Pizza,Naga Habanero Chicken,No Cilantto Welldone,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Halfchicken,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Half Honey,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Extra Cilatro,,,1,0,0,0,
Pizza,Naga Habanero Chicken,10 Slices,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Nocilantro,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Jal,,,1,0,0,0,
Pizza,Naga Habanero Chicken,Blkolives,,,1,0,0,0,
Pizza,Beef Taco Pizza,,,21.943666666666665,172,3779.19,54.34,3724.85,
Pizza,Beef Taco Pizza,Jalapeno,,,5,4.95,0,4.95,
Pizza,Beef Taco Pizza,Extra Cheese,,,1,1.99,0,1.99,
Pizza,Beef Taco Pizza,Hot Honey,,,1,1.99,0,1.99,
Pizza,Beef Taco Pizza,14" LARGE,,,106,2237.94,0,2237.94,
Pizza,Beef Taco Pizza,16" XLARGE,,,66,1526.34,0,1526.34,
Pizza,Beef Taco Pizza,Green Peppers,,,0,0,0,0,
Pizza,Beef Taco Pizza,Chicken Chunks,,,2,5.98,0,5.98,
Pizza,Beef Taco Pizza,Littlecilantro,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,,,19.698115942028984,166,3262.66,17.58,3227.09,
Pizza,Garlic Ghee Mushroom,14" LARGE,,,98,1714.02,0,1714.02,
Pizza,Garlic Ghee Mushroom,Onion,,,8,7.92,0,7.92,
Pizza,Garlic Ghee Mushroom,Green Peppers,,,2,1.98,0,1.98,
Pizza,Garlic Ghee Mushroom,Italian Sausage,,,6,17.94,0,17.94,
Pizza,Garlic Ghee Mushroom,Jalapeno,,,3,2.97,0,2.97,
Pizza,Garlic Ghee Mushroom,Extra Cheese,,,2,3.98,0,3.98,
Pizza,Garlic Ghee Mushroom,Pepperoni,,,7,20.93,0,20.93,
Pizza,Garlic Ghee Mushroom,Red Sauce And Onions|peppers,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,Half & Half Toppings,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,Garlic Ghee Mushrooms,,,4,7.96,0,7.96,
Pizza,Garlic Ghee Mushroom,Chicken Chunks,,,23,68.77,0,68.77,
Pizza,Garlic Ghee Mushroom,Jhura Beef,,,7,20.93,0,20.93,
Pizza,Garlic Ghee Mushroom,No Alfredo|  Use Redsauce,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,16" XLARGE,,,68,1384.32,0,1384.32,
Pizza,Garlic Ghee Mushroom,Black Olives,,,4,6.96,0,6.96,
Pizza,Garlic Ghee Mushroom,Onions,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,Half Alfredo And Half Marina,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,Hot Honey,,,2,3.98,0,3.98,
Pizza,Garlic Ghee Mushroom,Parsley Chicken Side,,,1,0,0,0,
Pizza,Garlic Ghee Mushroom,Half Chicken,,,1,0,0,0,
Pizza,Harissa Chicken,,,21.947560975609758,170,3723.13,39.63,3683.5,
Pizza,Harissa Chicken,Jalapeno,,,2,1.98,0,1.98,
Pizza,Harissa Chicken,Garlic Ghee Mushrooms,,,2,3.98,0,3.98,
Pizza,Harissa Chicken,Onion,,,2,1.98,0,1.98,
Pizza,Harissa Chicken,14" LARGE,,,108,2266.92,0,2266.92,
Pizza,Harissa Chicken,Chicken Chunks,,,0,0,0,0,
Pizza,Harissa Chicken,16" XLARGE,,,62,1425.38,0,1425.38,
Pizza,Harissa Chicken,Jhura Beef,,,1,2.99,0,2.99,
Pizza,Harissa Chicken,Hot Honey,,,6,11.94,0,11.94,
Pizza,Harissa Chicken,Green Peppers,,,2,1.98,0,1.98,
Pizza,Harissa Chicken,Pepperoni,,,2,5.98,0,5.98,
Pizza,Naga Habanero Paneer,,,21.82720338983051,67,1470,17.8,1452.2,
Pizza,Naga Habanero Paneer,Spicy,,,21,0,0,0,
Pizza,Naga Habanero Paneer,Black Olives,,,3,5.97,0,5.97,
Pizza,Naga Habanero Paneer,Mild,,,6,0,0,0,
Pizza,Naga Habanero Paneer,14" LARGE,,,38,759.62,0,759.62,
Pizza,Naga Habanero Paneer,Onion,,,10,9.9,0,9.9,
Pizza,Naga Habanero Paneer,Turkey Bacon,,,1,2.99,0,2.99,
Pizza,Naga Habanero Paneer,16" XLARGE,,,29,666.71,0,666.71,
Pizza,Naga Habanero Paneer,Med,,,1,0,0,0,
Pizza,Naga Habanero Paneer,Garlic Ghee Mushrooms,,,4,7.96,0,7.96,
Pizza,Naga Habanero Paneer,Green Peppers,,,6,5.94,0,5.94,
Pizza,Naga Habanero Paneer,Medium,,,40,0,0,0,
Pizza,Naga Habanero Paneer,Jalapeno,,,8,7.92,0,7.92,
Pizza,Naga Habanero Paneer,Less Paneer,,,1,0,0,0,
Pizza,Naga Habanero Paneer,Chicken Chunks,,,1,2.99,0,2.99,
Pizza,Alfredo Cheese Pizza,,,17.424166666666668,49,855.35,0,855.35,
Pizza,Alfredo Cheese Pizza,14" LARGE,,,39,636.61,0,636.61,
Pizza,Alfredo Cheese Pizza,Half Blkoliv,,,1,0,0,0,
Pizza,Alfredo Cheese Pizza,Jalapeno,,,1,0.99,0,0.99,
Pizza,Alfredo Cheese Pizza,Onion,,,1,0.99,0,0.99,
Pizza,Alfredo Cheese Pizza,16" XLARGE,,,10,179.9,0,179.9,
Pizza,Alfredo Cheese Pizza,Italian Sausage,,,1,2.99,0,2.99,
Pizza,Alfredo Cheese Pizza,Chicken Chunks,,,4,11.96,0,11.96,
Pizza,Alfredo Cheese Pizza,Pepperoni,,,4,11.96,0,11.96,
Pizza,Alfredo Cheese Pizza,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,Alfredo Cheese Pizza,Black Olives,,,1,1.99,0,1.99,
Pizza,Alfredo Cheese Pizza,Extra Cheese,,,3,5.97,0,5.97,
Pizza,Bongo Tex Mex,,,19.7145,45,888.53,3.81,884.72,
Pizza,Bongo Tex Mex,14" LARGE,,,31,588.69,0,588.69,
Pizza,Bongo Tex Mex,Half Jalapenos,,,1,0,0,0,
Pizza,Bongo Tex Mex,16 inces XLARGE,,,14,293.86,0,293.86,
Pizza,Bongo Tex Mex,Red Sauce,,,1,0,0,0,
Pizza,Bongo Tex Mex,Pepperoni,,,2,5.98,0,5.98,
Pizza,Bongo Tex Mex,No Alfredo| Put Red Sauce,,,1,0,0,0,
Pizza,Korean BBQ,,,23.802133333333334,34,809.62,8.05,801.57,
Pizza,Korean BBQ,Beef(Recommended),,,27,0,0,0,
Pizza,Korean BBQ,Onion,,,1,0.99,0,0.99,
Pizza,Korean BBQ,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,Korean BBQ,Artichoke Hearts,,,1,1.99,0,1.99,
Pizza,Korean BBQ,16" XLARGE,,,11,274.89,0,274.89,
Pizza,Korean BBQ,Chicken,,,7,0,0,0,
Pizza,Korean BBQ,14" LARGE,,,23,528.77,0,528.77,
Pizza,Korean BBQ,Jalapeno,,,1,0.99,0,0.99,
Pizza,Garlic Artichoke,,,20.153333333333332,6,120.92,0,120.92,
Pizza,Garlic Artichoke,16" XLARGE,,,1,20.99,0,20.99,
Pizza,Garlic Artichoke,14" LARGE,,,5,94.95,0,94.95,
Pizza,Garlic Artichoke,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,Garlic Artichoke,Chicken Chunks,,,1,2.99,0,2.99,
Pizza,Naga Dip,,,1.99,70,139.3,2.41,136.89,
Pizza,Naga Habanero Balachao,,,17.25780487804878,44,759.54,10.43,749.11,
Pizza,Naga Habanero Balachao,Mild,,,8,0,0,0,
Pizza,Naga Habanero Balachao,Medium,,,19,0,0,0,
Pizza,Naga Habanero Balachao,Jalapeno,,,1,0.99,0,0.99,
Pizza,Naga Habanero Balachao,14" LARGE,,,32,531.68,0,531.68,
Pizza,Naga Habanero Balachao,Spicy,,,17,0,0,0,
Pizza,Naga Habanero Balachao,Onion,,,1,0.99,0,0.99,
Pizza,Naga Habanero Balachao,16" XLARGE,,,12,225.88,0,225.88,
Pizza,4Cheez with Hot Honey,,,19.17138364779874,120,2306.49,3.4,2303.09,
Pizza,4Cheez with Hot Honey,Garlic Ghee Mushrooms,,,1,1.99,0,1.99,
Pizza,4Cheez with Hot Honey,Italian Sausage,,,2,5.98,0,5.98,
Pizza,4Cheez with Hot Honey,Hot Honey On Half,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,Jhura Beef,,,1,2.99,0,2.99,
Pizza,4Cheez with Hot Honey,16" XLARGE,,,33,686.67,0,686.67,
Pizza,4Cheez with Hot Honey,HH Onthe Side,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,Hot Honey,,,2,0.99,0,0.99,
Pizza,4Cheez with Hot Honey,Only On Half,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,14" LARGE,,,87,1532.13,0,1532.13,
Pizza,4Cheez with Hot Honey,Pepperoni,,,20,59.8,0,59.8,
Pizza,4Cheez with Hot Honey,Side Hot Honey,,,1,0,0,0,
Pizza,4Cheez with Hot Honey,Chicken Chunks,,,5,14.95,0,14.95,
Pizza,4Cheez with Hot Honey,Jalapeno,,,1,0.99,0,0.99,
Pizza,4Cheez with Hot Honey,Hot Honey On Side,,,1,0,0,0,
Pizza,Tomato Basil Pasta,,,12.03996212121212,52,627.12,4.1,623.02,
Pizza,Tomato Basil Pasta,Spinach,,,2,0,0,0,
Pizza,Tomato Basil Pasta,Medium,,,6,0,0,0,
Pizza,Tomato Basil Pasta,Italian Sausage,,,16,47.84,0,47.84,
