Date,Count,Average Order Value,Subtotal,Tax,Tip,Discounts,Partner Delivery Fee,Partner Processing Fee,Partner Owner.com Fee,Third Party Delivery Fee,Net Sales,Gross,Customer Delivery Fee,Customer Processing Fee,Customer Owner.com Fee,Third Party Tip,Adjustments
"Apr 09",8,"$42.06","$275.77","$22.76","$12.00","$0.00","$0.00","$0.00","$0.00","$0.00","$310.53","$336.48","$0.00","$12.15","$13.80","$0.00","$0.00"
"Apr 10",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 11",5,"$53.63","$211.82","$17.48","$3.00","$0.00","$2.01","$0.00","$0.00","$7.00","$230.29","$268.16","$4.99","$9.27","$10.60","$11.00","$0.00"
"Apr 12",11,"$41.50","$366.74","$29.30","$10.00","$11.84","$6.03","$0.00","$0.00","$21.00","$388.17","$456.46","$14.97","$16.53","$17.76","$13.00","$0.00"
"Apr 13",5,"$28.34","$162.84","$13.43","$4.00","$0.00","$0.00","$0.00","$0.00","$0.00","$126.40","$141.72","$0.00","$7.17","$8.15","$0.00","$-53.87"
"Apr 14",6,"$33.75","$165.88","$13.03","$16.00","$7.99","$0.00","$0.00","$0.00","$0.00","$186.92","$202.49","$0.00","$7.67","$7.90","$0.00","$0.00"
"Apr 15",11,"$37.26","$322.01","$26.56","$23.00","$0.00","$2.01","$0.00","$0.00","$7.00","$369.56","$409.86","$4.99","$15.19","$16.11","$2.00","$0.00"
"Apr 16",7,"$43.12","$249.85","$20.61","$8.00","$0.00","$0.00","$0.00","$0.00","$0.00","$278.46","$301.81","$0.00","$10.85","$12.50","$0.00","$0.00"
"Apr 17",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 18",3,"$66.70","$164.88","$12.99","$15.00","$7.35","$0.00","$0.00","$0.00","$0.00","$185.52","$200.11","$0.00","$6.71","$7.88","$0.00","$0.00"
"Apr 19",9,"$33.61","$238.76","$19.46","$16.00","$3.00","$2.01","$0.00","$0.00","$7.00","$269.21","$302.48","$4.99","$11.47","$11.80","$3.00","$0.00"
"Apr 20",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 21",10,"$36.16","$277.36","$22.88","$26.00","$0.00","$2.01","$0.00","$0.00","$7.00","$324.23","$361.58","$4.99","$13.47","$13.88","$3.00","$0.00"
"Apr 22",7,"$52.72","$279.24","$23.05","$10.00","$0.00","$4.02","$0.00","$0.00","$14.00","$308.27","$369.04","$9.98","$12.80","$13.97","$20.00","$0.00"
"Apr 23",8,"$48.93","$316.75","$25.49","$13.00","$7.99","$2.01","$0.00","$0.00","$7.00","$345.24","$391.45","$4.99","$13.76","$15.45","$10.00","$0.00"
"Apr 24",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 25",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"Apr 26",2,"$43.82","$71.96","$5.94","$3.00","$0.00","$0.00","$0.00","$0.00","$0.00","$80.90","$87.64","$0.00","$3.14","$3.60","$0.00","$0.00"
"Apr 27",3,"$34.38","$77.93","$6.43","$3.00","$0.00","$2.01","$0.00","$0.00","$7.00","$85.35","$103.14","$4.99","$3.89","$3.90","$3.00","$0.00"
"Apr 28",8,"$48.26","$295.36","$24.37","$25.00","$0.00","$2.01","$0.00","$0.00","$7.00","$342.72","$386.10","$4.99","$13.60","$14.78","$8.00","$0.00"
"Apr 29",6,"$39.07","$180.86","$14.92","$16.00","$0.00","$2.01","$0.00","$0.00","$7.00","$209.77","$234.41","$4.99","$8.59","$9.05","$0.00","$0.00"
"Apr 30",11,"$39.87","$338.71","$27.95","$29.00","$0.00","$4.02","$0.00","$0.00","$14.00","$391.64","$438.61","$9.98","$16.02","$16.95","$0.00","$0.00"
"May 01",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 02",5,"$49.82","$200.78","$16.57","$8.00","$0.00","$2.01","$0.00","$0.00","$7.00","$223.34","$249.11","$4.99","$8.73","$10.04","$0.00","$0.00"
"May 03",2,"$46.05","$66.96","$5.52","$13.00","$0.00","$0.00","$0.00","$0.00","$0.00","$85.48","$92.10","$0.00","$3.27","$3.35","$0.00","$0.00"
"May 04",4,"$37.30","$118.93","$9.81","$4.00","$0.00","$2.01","$0.00","$0.00","$7.00","$130.73","$149.21","$4.99","$5.53","$5.95","$0.00","$0.00"
"May 05",4,"$33.40","$109.93","$9.07","$4.00","$0.00","$0.00","$0.00","$0.00","$0.00","$123.00","$133.58","$0.00","$5.08","$5.50","$0.00","$0.00"
"May 06",10,"$34.33","$260.80","$21.52","$25.00","$0.00","$4.02","$0.00","$0.00","$14.00","$303.30","$343.29","$9.98","$12.94","$13.05","$0.00","$0.00"
"May 07",9,"$44.57","$309.73","$25.57","$21.00","$0.00","$6.03","$0.00","$0.00","$21.00","$350.27","$401.11","$14.97","$14.34","$15.50","$0.00","$0.00"
"May 08",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 09",3,"$33.03","$70.93","$5.85","$5.00","$0.00","$2.01","$0.00","$0.00","$7.00","$79.77","$99.09","$4.99","$3.77","$3.55","$5.00","$0.00"
"May 10",3,"$62.78","$156.88","$12.94","$4.30","$0.00","$0.00","$0.00","$0.00","$0.00","$174.12","$188.33","$0.00","$6.36","$7.85","$0.00","$0.00"
"May 11",5,"$34.10","$136.92","$11.30","$9.00","$0.00","$0.00","$0.00","$0.00","$0.00","$157.22","$170.52","$0.00","$6.45","$6.85","$0.00","$0.00"
"May 12",16,"$44.56","$550.50","$45.44","$35.00","$0.00","$6.03","$0.00","$0.00","$21.00","$624.91","$712.93","$14.97","$25.47","$27.55","$14.00","$0.00"
"May 13",10,"$39.07","$313.79","$25.88","$12.00","$0.00","$2.01","$0.00","$0.00","$7.00","$349.66","$390.69","$4.99","$14.33","$15.70","$4.00","$0.00"
"May 14",8,"$42.26","$265.71","$21.92","$9.00","$0.00","$4.02","$0.00","$0.00","$14.00","$292.61","$338.12","$9.98","$12.21","$13.30","$6.00","$0.00"
"May 15",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 16",2,"$25.30","$41.98","$3.46","$1.00","$0.00","$0.00","$0.00","$0.00","$0.00","$46.44","$50.61","$0.00","$2.07","$2.10","$0.00","$0.00"
"May 17",5,"$34.63","$142.90","$11.56","$8.00","$2.85","$0.00","$0.00","$0.00","$0.00","$159.61","$173.14","$0.00","$6.52","$7.01","$0.00","$0.00"
"May 18",6,"$33.86","$164.88","$13.00","$10.00","$7.30","$2.01","$0.00","$0.00","$7.00","$178.57","$203.14","$4.99","$7.69","$7.88","$2.00","$0.00"
"May 19",4,"$25.43","$140.33","$11.58","$8.00","$0.00","$0.00","$0.00","$0.00","$0.00","$91.54","$101.73","$0.00","$6.22","$3.97","$0.00","$-71.42"
"May 20",4,"$49.20","$165.91","$13.68","$2.00","$0.00","$0.00","$0.00","$0.00","$0.00","$181.59","$196.80","$0.00","$6.91","$8.30","$0.00","$0.00"
"May 21",5,"$35.38","$138.87","$11.46","$4.00","$0.00","$2.01","$0.00","$0.00","$7.00","$152.32","$176.90","$4.99","$6.63","$6.95","$4.00","$0.00"
"May 22",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 23",1,"$39.93","$39.97","$2.80","$0.00","$6.00","$0.00","$0.00","$0.00","$0.00","$36.77","$39.93","$0.00","$1.46","$1.70","$0.00","$0.00"
"May 24",2,"$39.42","$52.95","$4.37","$6.00","$0.00","$2.01","$0.00","$0.00","$7.00","$61.31","$78.85","$4.99","$2.89","$2.65","$5.00","$0.00"
"May 25",5,"$25.15","$148.93","$12.03","$0.00","$3.15","$2.01","$0.00","$0.00","$7.00","$100.69","$125.73","$4.99","$6.75","$7.29","$4.00","$-55.11"
"May 26",7,"$62.34","$349.66","$28.85","$9.63","$0.00","$4.02","$0.00","$0.00","$14.00","$384.12","$436.36","$9.98","$14.75","$17.49","$6.00","$0.00"
"May 27",5,"$44.61","$182.84","$15.09","$8.00","$0.00","$0.00","$0.00","$0.00","$0.00","$205.93","$223.05","$0.00","$7.97","$9.15","$0.00","$0.00"
"May 28",6,"$47.22","$227.87","$18.09","$25.00","$8.60","$0.00","$0.00","$0.00","$0.00","$262.36","$283.35","$0.00","$10.02","$10.97","$0.00","$0.00"
"May 29",0,"$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"May 30",4,"$38.20","$129.92","$10.73","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$140.65","$152.79","$0.00","$5.64","$6.50","$0.00","$0.00"
"May 31",6,"$38.86","$178.89","$14.76","$13.00","$0.00","$2.01","$0.00","$0.00","$7.00","$204.64","$233.15","$4.99","$8.56","$8.95","$4.00","$0.00"
